fecha,hora,consumo_kwh
2027-03-31,15,56.69
2027-03-31,16,55.01
2027-03-31,17,56.57
2027-03-31,18,59.56
2027-03-31,19,60.81
2027-03-31,20,58.49
2027-03-31,21,53.64
2027-03-31,22,48.76
2027-03-31,23,45.48
2027-03-31,24,43.91
2027-04-01,1,43.01
2027-04-01,2,43.01
2027-04-01,3,43.03
2027-04-01,4,43.12
2027-04-01,5,43.4
2027-04-01,6,44.18
2027-04-01,7,45.95
2027-04-01,8,49.24
2027-04-01,9,54.18
2027-04-01,10,59.95
2027-04-01,11,64.77
2027-04-01,12,66.7
2027-04-01,13,64.96
2027-04-01,14,60.71
2027-04-01,15,56.51
2027-04-01,16,54.83
2027-04-01,17,56.38
2027-04-01,18,59.36
2027-04-01,19,60.61
2027-04-01,20,58.3
2027-04-01,21,53.47
2027-04-01,22,48.6
2027-04-01,23,45.33
2027-04-01,24,43.76
2027-04-02,1,42.86
2027-04-02,2,42.87
2027-04-02,3,42.89
2027-04-02,4,42.98
2027-04-02,5,43.26
2027-04-02,6,44.04
2027-04-02,7,45.8
2027-04-02,8,49.08
2027-04-02,9,54.0
2027-04-02,10,59.76
2027-04-02,11,64.56
2027-04-02,12,66.48
2027-04-02,13,64.74
2027-04-02,14,60.51
2027-04-02,15,56.32
2027-04-02,16,54.64
2027-04-02,17,56.2
2027-04-02,18,59.17
2027-04-02,19,60.41
2027-04-02,20,58.11
2027-04-02,21,53.29
2027-04-02,22,48.43
2027-04-02,23,45.18
2027-04-02,24,43.62
2027-04-03,1,23.5
2027-04-03,2,23.5
2027-04-03,3,23.51
2027-04-03,4,23.56
2027-04-03,5,23.71
2027-04-03,6,24.14
2027-04-03,7,25.1
2027-04-03,8,26.9
2027-04-03,9,29.6
2027-04-03,10,32.76
2027-04-03,11,35.39
2027-04-03,12,36.44
2027-04-03,13,35.49
2027-04-03,14,33.17
2027-04-03,15,30.87
2027-04-03,16,29.95
2027-04-03,17,30.81
2027-04-03,18,32.43
2027-04-03,19,33.11
2027-04-03,20,31.85
2027-04-03,21,29.21
2027-04-03,22,26.55
2027-04-03,23,24.77
2027-04-03,24,23.91
2027-04-04,1,23.42
2027-04-04,2,23.42
2027-04-04,3,23.43
2027-04-04,4,23.48
2027-04-04,5,23.63
2027-04-04,6,24.06
2027-04-04,7,25.02
2027-04-04,8,26.81
2027-04-04,9,29.5
2027-04-04,10,32.64
2027-04-04,11,35.27
2027-04-04,12,36.32
2027-04-04,13,35.37
2027-04-04,14,33.06
2027-04-04,15,30.77
2027-04-04,16,29.85
2027-04-04,17,30.7
2027-04-04,18,32.32
2027-04-04,19,33.0
2027-04-04,20,31.74
2027-04-04,21,29.11
2027-04-04,22,26.46
2027-04-04,23,24.68
2027-04-04,24,23.83
2027-04-05,1,42.43
2027-04-05,2,42.44
2027-04-05,3,42.46
2027-04-05,4,42.54
2027-04-05,5,42.82
2027-04-05,6,43.59
2027-04-05,7,45.34
2027-04-05,8,48.58
2027-04-05,9,53.45
2027-04-05,10,59.15
2027-04-05,11,63.91
2027-04-05,12,65.8
2027-04-05,13,64.09
2027-04-05,14,59.9
2027-04-05,15,55.75
2027-04-05,16,54.09
2027-04-05,17,55.63
2027-04-05,18,58.57
2027-04-05,19,59.79
2027-04-05,20,57.52
2027-04-05,21,52.75
2027-04-05,22,47.95
2027-04-05,23,44.73
2027-04-05,24,43.18
2027-04-06,1,42.28
2027-04-06,2,42.29
2027-04-06,3,42.31
2027-04-06,4,42.4
2027-04-06,5,42.68
2027-04-06,6,43.44
2027-04-06,7,45.18
2027-04-06,8,48.41
2027-04-06,9,53.27
2027-04-06,10,58.95
2027-04-06,11,63.69
2027-04-06,12,65.58
2027-04-06,13,63.87
2027-04-06,14,59.69
2027-04-06,15,55.56
2027-04-06,16,53.9
2027-04-06,17,55.44
2027-04-06,18,58.37
2027-04-06,19,59.59
2027-04-06,20,57.32
2027-04-06,21,52.57
2027-04-06,22,47.78
2027-04-06,23,44.57
2027-04-06,24,43.03
2027-04-07,1,42.14
2027-04-07,2,42.14
2027-04-07,3,42.16
2027-04-07,4,42.25
2027-04-07,5,42.53
2027-04-07,6,43.29
2027-04-07,7,45.02
2027-04-07,8,48.25
2027-04-07,9,53.08
2027-04-07,10,58.74
2027-04-07,11,63.47
2027-04-07,12,65.35
2027-04-07,13,63.65
2027-04-07,14,59.48
2027-04-07,15,55.37
2027-04-07,16,53.72
2027-04-07,17,55.25
2027-04-07,18,58.17
2027-04-07,19,59.38
2027-04-07,20,57.12
2027-04-07,21,52.39
2027-04-07,22,47.61
2027-04-07,23,44.42
2027-04-07,24,42.88
2027-04-08,1,41.99
2027-04-08,2,42.0
2027-04-08,3,42.02
2027-04-08,4,42.1
2027-04-08,5,42.38
2027-04-08,6,43.14
2027-04-08,7,44.87
2027-04-08,8,48.08
2027-04-08,9,52.9
2027-04-08,10,58.54
2027-04-08,11,63.24
2027-04-08,12,65.12
2027-04-08,13,63.42
2027-04-08,14,59.28
2027-04-08,15,55.17
2027-04-08,16,53.53
2027-04-08,17,55.05
2027-04-08,18,57.96
2027-04-08,19,59.17
2027-04-08,20,56.92
2027-04-08,21,52.2
2027-04-08,22,47.45
2027-04-08,23,44.26
2027-04-08,24,42.73
2027-04-09,1,41.84
2027-04-09,2,41.85
2027-04-09,3,41.87
2027-04-09,4,41.95
2027-04-09,5,42.23
2027-04-09,6,42.99
2027-04-09,7,44.71
2027-04-09,8,47.91
2027-04-09,9,52.71
2027-04-09,10,58.33
2027-04-09,11,63.02
2027-04-09,12,64.89
2027-04-09,13,63.2
2027-04-09,14,59.07
2027-04-09,15,54.98
2027-04-09,16,53.34
2027-04-09,17,54.86
2027-04-09,18,57.76
2027-04-09,19,58.97
2027-04-09,20,56.72
2027-04-09,21,52.02
2027-04-09,22,47.28
2027-04-09,23,44.11
2027-04-09,24,42.58
2027-04-10,1,22.93
2027-04-10,2,22.93
2027-04-10,3,22.95
2027-04-10,4,22.99
2027-04-10,5,23.14
2027-04-10,6,23.56
2027-04-10,7,24.5
2027-04-10,8,26.26
2027-04-10,9,28.89
2027-04-10,10,31.97
2027-04-10,11,34.54
2027-04-10,12,35.56
2027-04-10,13,34.64
2027-04-10,14,32.37
2027-04-10,15,30.13
2027-04-10,16,29.23
2027-04-10,17,30.07
2027-04-10,18,31.65
2027-04-10,19,32.32
2027-04-10,20,31.09
2027-04-10,21,28.51
2027-04-10,22,25.91
2027-04-10,23,24.17
2027-04-10,24,23.33
2027-04-11,1,22.85
2027-04-11,2,22.85
2027-04-11,3,22.86
2027-04-11,4,22.91
2027-04-11,5,23.06
2027-04-11,6,23.48
2027-04-11,7,24.41
2027-04-11,8,26.16
2027-04-11,9,28.79
2027-04-11,10,31.85
2027-04-11,11,34.42
2027-04-11,12,35.44
2027-04-11,13,34.51
2027-04-11,14,32.26
2027-04-11,15,30.02
2027-04-11,16,29.13
2027-04-11,17,29.96
2027-04-11,18,31.54
2027-04-11,19,32.2
2027-04-11,20,30.98
2027-04-11,21,28.41
2027-04-11,22,25.82
2027-04-11,23,24.09
2027-04-11,24,23.25
2027-04-12,1,41.4
2027-04-12,2,41.4
2027-04-12,3,41.42
2027-04-12,4,41.51
2027-04-12,5,41.78
2027-04-12,6,42.53
2027-04-12,7,44.23
2027-04-12,8,47.4
2027-04-12,9,52.15
2027-04-12,10,57.71
2027-04-12,11,62.35
2027-04-12,12,64.2
2027-04-12,13,62.53
2027-04-12,14,58.44
2027-04-12,15,54.39
2027-04-12,16,52.77
2027-04-12,17,54.27
2027-04-12,18,57.14
2027-04-12,19,58.34
2027-04-12,20,56.12
2027-04-12,21,51.46
2027-04-12,22,46.78
2027-04-12,23,43.64
2027-04-12,24,42.12
2027-04-13,1,41.25
2027-04-13,2,41.25
2027-04-13,3,41.27
2027-04-13,4,41.36
2027-04-13,5,41.63
2027-04-13,6,42.37
2027-04-13,7,44.07
2027-04-13,8,47.23
2027-04-13,9,51.96
2027-04-13,10,57.5
2027-04-13,11,62.12
2027-04-13,12,63.97
2027-04-13,13,62.3
2027-04-13,14,58.22
2027-04-13,15,54.19
2027-04-13,16,52.58
2027-04-13,17,54.08
2027-04-13,18,56.93
2027-04-13,19,58.13
2027-04-13,20,55.91
2027-04-13,21,51.28
2027-04-13,22,46.61
2027-04-13,23,43.48
2027-04-13,24,41.97
2027-04-14,1,41.1
2027-04-14,2,41.1
2027-04-14,3,41.12
2027-04-14,4,41.2
2027-04-14,5,41.48
2027-04-14,6,42.22
2027-04-14,7,43.91
2027-04-14,8,47.05
2027-04-14,9,51.77
2027-04-14,10,57.29
2027-04-14,11,61.9
2027-04-14,12,63.73
2027-04-14,13,62.07
2027-04-14,14,58.01
2027-04-14,15,54.0
2027-04-14,16,52.39
2027-04-14,17,53.88
2027-04-14,18,56.73
2027-04-14,19,57.91
2027-04-14,20,55.71
2027-04-14,21,51.09
2027-04-14,22,46.44
2027-04-14,23,43.32
2027-04-14,24,41.82
2027-04-15,1,40.95
2027-04-15,2,40.95
2027-04-15,3,40.97
2027-04-15,4,41.05
2027-04-15,5,41.32
2027-04-15,6,42.07
2027-04-15,7,43.75
2027-04-15,8,46.88
2027-04-15,9,51.58
2027-04-15,10,57.08
2027-04-15,11,61.67
2027-04-15,12,63.5
2027-04-15,13,61.85
2027-04-15,14,57.8
2027-04-15,15,53.8
2027-04-15,16,52.2
2027-04-15,17,53.68
2027-04-15,18,56.52
2027-04-15,19,57.7
2027-04-15,20,55.51
2027-04-15,21,50.91
2027-04-15,22,46.27
2027-04-15,23,43.16
2027-04-15,24,41.66
2027-04-16,1,40.8
2027-04-16,2,40.8
2027-04-16,3,40.82
2027-04-16,4,40.9
2027-04-16,5,41.17
2027-04-16,6,41.91
2027-04-16,7,43.59
2027-04-16,8,46.71
2027-04-16,9,51.39
2027-04-16,10,56.87
2027-04-16,11,61.44
2027-04-16,12,63.27
2027-04-16,13,61.62
2027-04-16,14,57.59
2027-04-16,15,53.6
2027-04-16,16,52.01
2027-04-16,17,53.49
2027-04-16,18,56.31
2027-04-16,19,57.49
2027-04-16,20,55.3
2027-04-16,21,50.72
2027-04-16,22,46.1
2027-04-16,23,43.0
2027-04-16,24,41.51
2027-04-17,1,22.35
2027-04-17,2,22.36
2027-04-17,3,22.37
2027-04-17,4,22.41
2027-04-17,5,22.56
2027-04-17,6,22.97
2027-04-17,7,23.88
2027-04-17,8,25.59
2027-04-17,9,28.16
2027-04-17,10,31.16
2027-04-17,11,33.67
2027-04-17,12,34.67
2027-04-17,13,33.76
2027-04-17,14,31.56
2027-04-17,15,29.37
2027-04-17,16,28.5
2027-04-17,17,29.31
2027-04-17,18,30.86
2027-04-17,19,31.5
2027-04-17,20,30.3
2027-04-17,21,27.79
2027-04-17,22,25.26
2027-04-17,23,23.56
2027-04-17,24,22.75
2027-04-18,1,22.27
2027-04-18,2,22.27
2027-04-18,3,22.28
2027-04-18,4,22.33
2027-04-18,5,22.48
2027-04-18,6,22.88
2027-04-18,7,23.8
2027-04-18,8,25.5
2027-04-18,9,28.06
2027-04-18,10,31.05
2027-04-18,11,33.54
2027-04-18,12,34.54
2027-04-18,13,33.64
2027-04-18,14,31.44
2027-04-18,15,29.26
2027-04-18,16,28.39
2027-04-18,17,29.2
2027-04-18,18,30.74
2027-04-18,19,31.39
2027-04-18,20,30.19
2027-04-18,21,27.69
2027-04-18,22,25.17
2027-04-18,23,23.48
2027-04-18,24,22.66
2027-04-19,1,40.34
2027-04-19,2,40.35
2027-04-19,3,40.37
2027-04-19,4,40.45
2027-04-19,5,40.71
2027-04-19,6,41.45
2027-04-19,7,43.1
2027-04-19,8,46.19
2027-04-19,9,50.82
2027-04-19,10,56.24
2027-04-19,11,60.76
2027-04-19,12,62.56
2027-04-19,13,60.93
2027-04-19,14,56.95
2027-04-19,15,53.01
2027-04-19,16,51.43
2027-04-19,17,52.89
2027-04-19,18,55.69
2027-04-19,19,56.85
2027-04-19,20,54.69
2027-04-19,21,50.15
2027-04-19,22,45.58
2027-04-19,23,42.53
2027-04-19,24,41.05
2027-04-20,1,40.19
2027-04-20,2,40.19
2027-04-20,3,40.22
2027-04-20,4,40.3
2027-04-20,5,40.56
2027-04-20,6,41.29
2027-04-20,7,42.94
2027-04-20,8,46.02
2027-04-20,9,50.63
2027-04-20,10,56.03
2027-04-20,11,60.53
2027-04-20,12,62.33
2027-04-20,13,60.7
2027-04-20,14,56.73
2027-04-20,15,52.81
2027-04-20,16,51.23
2027-04-20,17,52.69
2027-04-20,18,55.48
2027-04-20,19,56.64
2027-04-20,20,54.48
2027-04-20,21,49.97
2027-04-20,22,45.41
2027-04-20,23,42.37
2027-04-20,24,40.9
2027-04-21,1,40.04
2027-04-21,2,40.04
2027-04-21,3,40.06
2027-04-21,4,40.14
2027-04-21,5,40.41
2027-04-21,6,41.13
2027-04-21,7,42.78
2027-04-21,8,45.84
2027-04-21,9,50.44
2027-04-21,10,55.82
2027-04-21,11,60.3
2027-04-21,12,62.09
2027-04-21,13,60.48
2027-04-21,14,56.52
2027-04-21,15,52.61
2027-04-21,16,51.04
2027-04-21,17,52.49
2027-04-21,18,55.27
2027-04-21,19,56.42
2027-04-21,20,54.28
2027-04-21,21,49.78
2027-04-21,22,45.24
2027-04-21,23,42.21
2027-04-21,24,40.74
2027-04-22,1,39.89
2027-04-22,2,39.89
2027-04-22,3,39.91
2027-04-22,4,39.99
2027-04-22,5,40.26
2027-04-22,6,40.98
2027-04-22,7,42.62
2027-04-22,8,45.67
2027-04-22,9,50.25
2027-04-22,10,55.61
2027-04-22,11,60.08
2027-04-22,12,61.86
2027-04-22,13,60.25
2027-04-22,14,56.31
2027-04-22,15,52.41
2027-04-22,16,50.85
2027-04-22,17,52.29
2027-04-22,18,55.06
2027-04-22,19,56.21
2027-04-22,20,54.07
2027-04-22,21,49.59
2027-04-22,22,45.07
2027-04-22,23,42.05
2027-04-22,24,40.59
2027-04-23,1,39.74
2027-04-23,2,39.74
2027-04-23,3,39.76
2027-04-23,4,39.84
2027-04-23,5,40.1
2027-04-23,6,40.82
2027-04-23,7,42.46
2027-04-23,8,45.5
2027-04-23,9,50.06
2027-04-23,10,55.39
2027-04-23,11,59.85
2027-04-23,12,61.62
2027-04-23,13,60.02
2027-04-23,14,56.09
2027-04-23,15,52.21
2027-04-23,16,50.66
2027-04-23,17,52.1
2027-04-23,18,54.85
2027-04-23,19,56.0
2027-04-23,20,53.87
2027-04-23,21,49.4
2027-04-23,22,44.9
2027-04-23,23,41.89
2027-04-23,24,40.43
2027-04-24,1,21.77
2027-04-24,2,21.77
2027-04-24,3,21.78
2027-04-24,4,21.83
2027-04-24,5,21.97
2027-04-24,6,22.37
2027-04-24,7,23.26
2027-04-24,8,24.93
2027-04-24,9,27.43
2027-04-24,10,30.35
2027-04-24,11,32.79
2027-04-24,12,33.76
2027-04-24,13,32.88
2027-04-24,14,30.73
2027-04-24,15,28.61
2027-04-24,16,27.75
2027-04-24,17,28.54
2027-04-24,18,30.05
2027-04-24,19,30.68
2027-04-24,20,29.51
2027-04-24,21,27.07
2027-04-24,22,24.6
2027-04-24,23,22.95
2027-04-24,24,22.15
2027-04-25,1,21.69
2027-04-25,2,21.69
2027-04-25,3,21.7
2027-04-25,4,21.75
2027-04-25,5,21.89
2027-04-25,6,22.28
2027-04-25,7,23.17
2027-04-25,8,24.83
2027-04-25,9,27.32
2027-04-25,10,30.24
2027-04-25,11,32.67
2027-04-25,12,33.64
2027-04-25,13,32.76
2027-04-25,14,30.62
2027-04-25,15,28.5
2027-04-25,16,27.65
2027-04-25,17,28.43
2027-04-25,18,29.94
2027-04-25,19,30.56
2027-04-25,20,29.4
2027-04-25,21,26.96
2027-04-25,22,24.51
2027-04-25,23,22.86
2027-04-25,24,22.07
2027-04-26,1,39.28
2027-04-26,2,39.29
2027-04-26,3,39.31
2027-04-26,4,39.39
2027-04-26,5,39.65
2027-04-26,6,40.36
2027-04-26,7,41.97
2027-04-26,8,44.98
2027-04-26,9,49.49
2027-04-26,10,54.76
2027-04-26,11,59.16
2027-04-26,12,60.92
2027-04-26,13,59.33
2027-04-26,14,55.45
2027-04-26,15,51.61
2027-04-26,16,50.08
2027-04-26,17,51.5
2027-04-26,18,54.22
2027-04-26,19,55.36
2027-04-26,20,53.25
2027-04-26,21,48.84
2027-04-26,22,44.39
2027-04-26,23,41.41
2027-04-26,24,39.97
2027-04-27,1,39.13
2027-04-27,2,39.14
2027-04-27,3,39.16
2027-04-27,4,39.23
2027-04-27,5,39.49
2027-04-27,6,40.2
2027-04-27,7,41.81
2027-04-27,8,44.8
2027-04-27,9,49.3
2027-04-27,10,54.55
2027-04-27,11,58.94
2027-04-27,12,60.69
2027-04-27,13,59.11
2027-04-27,14,55.24
2027-04-27,15,51.41
2027-04-27,16,49.88
2027-04-27,17,51.3
2027-04-27,18,54.01
2027-04-27,19,55.15
2027-04-27,20,53.05
2027-04-27,21,48.65
2027-04-27,22,44.22
2027-04-27,23,41.25
2027-04-27,24,39.82
2027-04-28,1,38.98
2027-04-28,2,38.98
2027-04-28,3,39.0
2027-04-28,4,39.08
2027-04-28,5,39.34
2027-04-28,6,40.05
2027-04-28,7,41.65
2027-04-28,8,44.63
2027-04-28,9,49.11
2027-04-28,10,54.34
2027-04-28,11,58.71
2027-04-28,12,60.45
2027-04-28,13,58.88
2027-04-28,14,55.03
2027-04-28,15,51.22
2027-04-28,16,49.69
2027-04-28,17,51.11
2027-04-28,18,53.81
2027-04-28,19,54.93
2027-04-28,20,52.84
2027-04-28,21,48.46
2027-04-28,22,44.05
2027-04-28,23,41.09
2027-04-28,24,39.66
2027-04-29,1,38.83
2027-04-29,2,38.83
2027-04-29,3,38.85
2027-04-29,4,38.93
2027-04-29,5,39.19
2027-04-29,6,39.89
2027-04-29,7,41.49
2027-04-29,8,44.46
2027-04-29,9,48.92
2027-04-29,10,54.13
2027-04-29,11,58.48
2027-04-29,12,60.22
2027-04-29,13,58.65
2027-04-29,14,54.81
2027-04-29,15,51.02
2027-04-29,16,49.5
2027-04-29,17,50.91
2027-04-29,18,53.6
2027-04-29,19,54.72
2027-04-29,20,52.64
2027-04-29,21,48.27
2027-04-29,22,43.88
2027-04-29,23,40.93
2027-04-29,24,39.51
2027-04-30,1,38.68
2027-04-30,2,38.68
2027-04-30,3,38.7
2027-04-30,4,38.78
2027-04-30,5,39.04
2027-04-30,6,39.74
2027-04-30,7,41.33
2027-04-30,8,44.29
2027-04-30,9,48.73
2027-04-30,10,53.92
2027-04-30,11,58.26
2027-04-30,12,59.99
2027-04-30,13,58.42
2027-04-30,14,54.6
2027-04-30,15,50.82
2027-04-30,16,49.31
2027-04-30,17,50.71
2027-04-30,18,53.39
2027-04-30,19,54.51
2027-04-30,20,52.44
2027-04-30,21,48.09
2027-04-30,22,43.71
2027-04-30,23,40.77
2027-04-30,24,39.36
2027-05-01,1,21.19
2027-05-01,2,21.19
2027-05-01,3,21.21
2027-05-01,4,21.25
2027-05-01,5,21.39
2027-05-01,6,21.77
2027-05-01,7,22.64
2027-05-01,8,24.26
2027-05-01,9,26.7
2027-05-01,10,29.54
2027-05-01,11,31.92
2027-05-01,12,32.87
2027-05-01,13,32.01
2027-05-01,14,29.92
2027-05-01,15,27.84
2027-05-01,16,27.02
2027-05-01,17,27.78
2027-05-01,18,29.25
2027-05-01,19,29.86
2027-05-01,20,28.73
2027-05-01,21,26.35
2027-05-01,22,23.95
2027-05-01,23,22.34
2027-05-01,24,21.56
2027-05-02,1,21.11
2027-05-02,2,21.11
2027-05-02,3,21.12
2027-05-02,4,21.17
2027-05-02,5,21.31
2027-05-02,6,21.69
2027-05-02,7,22.56
2027-05-02,8,24.17
2027-05-02,9,26.59
2027-05-02,10,29.43
2027-05-02,11,31.79
2027-05-02,12,32.74
2027-05-02,13,31.89
2027-05-02,14,29.8
2027-05-02,15,27.74
2027-05-02,16,26.91
2027-05-02,17,27.68
2027-05-02,18,29.14
2027-05-02,19,29.75
2027-05-02,20,28.62
2027-05-02,21,26.24
2027-05-02,22,23.85
2027-05-02,23,22.25
2027-05-02,24,21.48
2027-05-03,1,38.23
2027-05-03,2,38.24
2027-05-03,3,38.26
2027-05-03,4,38.33
2027-05-03,5,38.59
2027-05-03,6,39.28
2027-05-03,7,40.85
2027-05-03,8,43.78
2027-05-03,9,48.16
2027-05-03,10,53.3
2027-05-03,11,57.58
2027-05-03,12,59.29
2027-05-03,13,57.75
2027-05-03,14,53.97
2027-05-03,15,50.23
2027-05-03,16,48.74
2027-05-03,17,50.13
2027-05-03,18,52.77
2027-05-03,19,53.88
2027-05-03,20,51.83
2027-05-03,21,47.53
2027-05-03,22,43.2
2027-05-03,23,40.3
2027-05-03,24,38.9
2027-05-04,1,38.08
2027-05-04,2,38.09
2027-05-04,3,38.11
2027-05-04,4,38.19
2027-05-04,5,38.44
2027-05-04,6,39.13
2027-05-04,7,40.69
2027-05-04,8,43.61
2027-05-04,9,47.98
2027-05-04,10,53.09
2027-05-04,11,57.36
2027-05-04,12,59.06
2027-05-04,13,57.52
2027-05-04,14,53.76
2027-05-04,15,50.04
2027-05-04,16,48.55
2027-05-04,17,49.93
2027-05-04,18,52.57
2027-05-04,19,53.67
2027-05-04,20,51.63
2027-05-04,21,47.35
2027-05-04,22,43.03
2027-05-04,23,40.15
2027-05-04,24,38.75
2027-05-05,1,37.94
2027-05-05,2,37.94
2027-05-05,3,37.96
2027-05-05,4,38.04
2027-05-05,5,38.29
2027-05-05,6,38.98
2027-05-05,7,40.53
2027-05-05,8,43.44
2027-05-05,9,47.79
2027-05-05,10,52.89
2027-05-05,11,57.14
2027-05-05,12,58.83
2027-05-05,13,57.3
2027-05-05,14,53.55
2027-05-05,15,49.85
2027-05-05,16,48.36
2027-05-05,17,49.74
2027-05-05,18,52.37
2027-05-05,19,53.46
2027-05-05,20,51.43
2027-05-05,21,47.16
2027-05-05,22,42.87
2027-05-05,23,39.99
2027-05-05,24,38.6
2027-05-06,1,37.79
2027-05-06,2,37.79
2027-05-06,3,37.81
2027-05-06,4,37.89
2027-05-06,5,38.14
2027-05-06,6,38.82
2027-05-06,7,40.38
2027-05-06,8,43.27
2027-05-06,9,47.61
2027-05-06,10,52.68
2027-05-06,11,56.92
2027-05-06,12,58.61
2027-05-06,13,57.08
2027-05-06,14,53.35
2027-05-06,15,49.65
2027-05-06,16,48.18
2027-05-06,17,49.55
2027-05-06,18,52.16
2027-05-06,19,53.26
2027-05-06,20,51.23
2027-05-06,21,46.98
2027-05-06,22,42.7
2027-05-06,23,39.84
2027-05-06,24,38.45
2027-05-07,1,37.64
2027-05-07,2,37.65
2027-05-07,3,37.67
2027-05-07,4,37.74
2027-05-07,5,37.99
2027-05-07,6,38.67
2027-05-07,7,40.22
2027-05-07,8,43.1
2027-05-07,9,47.42
2027-05-07,10,52.48
2027-05-07,11,56.7
2027-05-07,12,58.38
2027-05-07,13,56.86
2027-05-07,14,53.14
2027-05-07,15,49.46
2027-05-07,16,47.99
2027-05-07,17,49.35
2027-05-07,18,51.96
2027-05-07,19,53.05
2027-05-07,20,51.03
2027-05-07,21,46.8
2027-05-07,22,42.54
2027-05-07,23,39.68
2027-05-07,24,38.3
2027-05-08,1,20.62
2027-05-08,2,20.63
2027-05-08,3,20.64
2027-05-08,4,20.68
2027-05-08,5,20.81
2027-05-08,6,21.19
2027-05-08,7,22.04
2027-05-08,8,23.61
2027-05-08,9,25.98
2027-05-08,10,28.75
2027-05-08,11,31.06
2027-05-08,12,31.98
2027-05-08,13,31.15
2027-05-08,14,29.11
2027-05-08,15,27.1
2027-05-08,16,26.29
2027-05-08,17,27.04
2027-05-08,18,28.47
2027-05-08,19,29.06
2027-05-08,20,27.96
2027-05-08,21,25.64
2027-05-08,22,23.3
2027-05-08,23,21.74
2027-05-08,24,20.99
2027-05-09,1,20.54
2027-05-09,2,20.55
2027-05-09,3,20.56
2027-05-09,4,20.6
2027-05-09,5,20.73
2027-05-09,6,21.11
2027-05-09,7,21.95
2027-05-09,8,23.52
2027-05-09,9,25.88
2027-05-09,10,28.64
2027-05-09,11,30.94
2027-05-09,12,31.86
2027-05-09,13,31.03
2027-05-09,14,29.0
2027-05-09,15,26.99
2027-05-09,16,26.19
2027-05-09,17,26.94
2027-05-09,18,28.36
2027-05-09,19,28.95
2027-05-09,20,27.85
2027-05-09,21,25.54
2027-05-09,22,23.21
2027-05-09,23,21.66
2027-05-09,24,20.91
2027-05-10,1,37.21
2027-05-10,2,37.21
2027-05-10,3,37.23
2027-05-10,4,37.31
2027-05-10,5,37.55
2027-05-10,6,38.23
2027-05-10,7,39.76
2027-05-10,8,42.6
2027-05-10,9,46.88
2027-05-10,10,51.87
2027-05-10,11,56.04
2027-05-10,12,57.71
2027-05-10,13,56.2
2027-05-10,14,52.53
2027-05-10,15,48.89
2027-05-10,16,47.44
2027-05-10,17,48.78
2027-05-10,18,51.36
2027-05-10,19,52.44
2027-05-10,20,50.44
2027-05-10,21,46.26
2027-05-10,22,42.05
2027-05-10,23,39.22
2027-05-10,24,37.86
2027-05-11,1,37.07
2027-05-11,2,37.07
2027-05-11,3,37.09
2027-05-11,4,37.16
2027-05-11,5,37.41
2027-05-11,6,38.08
2027-05-11,7,39.6
2027-05-11,8,42.44
2027-05-11,9,46.7
2027-05-11,10,51.67
2027-05-11,11,55.83
2027-05-11,12,57.48
2027-05-11,13,55.99
2027-05-11,14,52.32
2027-05-11,15,48.7
2027-05-11,16,47.25
2027-05-11,17,48.6
2027-05-11,18,51.16
2027-05-11,19,52.24
2027-05-11,20,50.25
2027-05-11,21,46.08
2027-05-11,22,41.88
2027-05-11,23,39.07
2027-05-11,24,37.72
2027-05-12,1,36.92
2027-05-12,2,36.93
2027-05-12,3,36.95
2027-05-12,4,37.02
2027-05-12,5,37.27
2027-05-12,6,37.93
2027-05-12,7,39.45
2027-05-12,8,42.28
2027-05-12,9,46.52
2027-05-12,10,51.47
2027-05-12,11,55.61
2027-05-12,12,57.26
2027-05-12,13,55.77
2027-05-12,14,52.12
2027-05-12,15,48.51
2027-05-12,16,47.07
2027-05-12,17,48.41
2027-05-12,18,50.97
2027-05-12,19,52.03
2027-05-12,20,50.05
2027-05-12,21,45.9
2027-05-12,22,41.72
2027-05-12,23,38.92
2027-05-12,24,37.57
2027-05-13,1,36.78
2027-05-13,2,36.79
2027-05-13,3,36.81
2027-05-13,4,36.88
2027-05-13,5,37.12
2027-05-13,6,37.79
2027-05-13,7,39.3
2027-05-13,8,42.11
2027-05-13,9,46.34
2027-05-13,10,51.28
2027-05-13,11,55.4
2027-05-13,12,57.04
2027-05-13,13,55.56
2027-05-13,14,51.92
2027-05-13,15,48.33
2027-05-13,16,46.89
2027-05-13,17,48.22
2027-05-13,18,50.77
2027-05-13,19,51.84
2027-05-13,20,49.86
2027-05-13,21,45.73
2027-05-13,22,41.56
2027-05-13,23,38.77
2027-05-13,24,37.43
2027-05-14,1,36.64
2027-05-14,2,36.65
2027-05-14,3,36.66
2027-05-14,4,36.74
2027-05-14,5,36.98
2027-05-14,6,37.64
2027-05-14,7,39.15
2027-05-14,8,41.95
2027-05-14,9,46.16
2027-05-14,10,51.08
2027-05-14,11,55.19
2027-05-14,12,56.83
2027-05-14,13,55.35
2027-05-14,14,51.73
2027-05-14,15,48.14
2027-05-14,16,46.71
2027-05-14,17,48.04
2027-05-14,18,50.58
2027-05-14,19,51.64
2027-05-14,20,49.67
2027-05-14,21,45.55
2027-05-14,22,41.4
2027-05-14,23,38.63
2027-05-14,24,37.29
2027-05-15,1,20.08
2027-05-15,2,20.08
2027-05-15,3,20.09
2027-05-15,4,20.13
2027-05-15,5,20.26
2027-05-15,6,20.63
2027-05-15,7,21.45
2027-05-15,8,22.99
2027-05-15,9,25.29
