fecha,hora,generacion_kwh
2027-03-31,15,89.29
2027-03-31,16,66.59
2027-03-31,17,38.04
2027-03-31,18,16.64
2027-03-31,19,5.58
2027-03-31,20,1.43
2027-03-31,21,0.28
2027-03-31,22,0.04
2027-03-31,23,0.0
2027-03-31,24,0.0
2027-04-01,1,0.0
2027-04-01,2,0.0
2027-04-01,3,0.0
2027-04-01,4,0.0
2027-04-01,5,0.0
2027-04-01,6,0.01
2027-04-01,7,0.1
2027-04-01,8,0.6
2027-04-01,9,2.89
2027-04-01,10,10.67
2027-04-01,11,30.18
2027-04-01,12,65.4
2027-04-01,13,108.55
2027-04-01,14,137.99
2027-04-01,15,134.36
2027-04-01,16,100.2
2027-04-01,17,57.24
2027-04-01,18,25.04
2027-04-01,19,8.39
2027-04-01,20,2.15
2027-04-01,21,0.42
2027-04-01,22,0.06
2027-04-01,23,0.01
2027-04-01,24,0.0
2027-04-02,1,0.0
2027-04-02,2,0.0
2027-04-02,3,0.0
2027-04-02,4,0.0
2027-04-02,5,0.0
2027-04-02,6,0.01
2027-04-02,7,0.05
2027-04-02,8,0.32
2027-04-02,9,1.55
2027-04-02,10,5.74
2027-04-02,11,16.25
2027-04-02,12,35.21
2027-04-02,13,58.43
2027-04-02,14,74.28
2027-04-02,15,72.33
2027-04-02,16,53.94
2027-04-02,17,30.81
2027-04-02,18,13.48
2027-04-02,19,4.52
2027-04-02,20,1.16
2027-04-02,21,0.23
2027-04-02,22,0.03
2027-04-02,23,0.0
2027-04-02,24,0.0
2027-04-03,1,0.0
2027-04-03,2,0.0
2027-04-03,3,0.0
2027-04-03,4,0.0
2027-04-03,5,0.0
2027-04-03,6,0.01
2027-04-03,7,0.1
2027-04-03,8,0.64
2027-04-03,9,3.08
2027-04-03,10,11.39
2027-04-03,11,32.21
2027-04-03,12,69.8
2027-04-03,13,115.85
2027-04-03,14,147.28
2027-04-03,15,143.4
2027-04-03,16,106.95
2027-04-03,17,61.09
2027-04-03,18,26.73
2027-04-03,19,8.96
2027-04-03,20,2.3
2027-04-03,21,0.45
2027-04-03,22,0.07
2027-04-03,23,0.01
2027-04-03,24,0.0
2027-04-04,1,0.0
2027-04-04,2,0.0
2027-04-04,3,0.0
2027-04-04,4,0.0
2027-04-04,5,0.0
2027-04-04,6,0.01
2027-04-04,7,0.06
2027-04-04,8,0.36
2027-04-04,9,1.73
2027-04-04,10,6.4
2027-04-04,11,18.12
2027-04-04,12,39.27
2027-04-04,13,65.17
2027-04-04,14,82.85
2027-04-04,15,80.67
2027-04-04,16,60.16
2027-04-04,17,34.36
2027-04-04,18,15.03
2027-04-04,19,5.04
2027-04-04,20,1.29
2027-04-04,21,0.25
2027-04-04,22,0.04
2027-04-04,23,0.0
2027-04-04,24,0.0
2027-04-05,1,0.0
2027-04-05,2,0.0
2027-04-05,3,0.0
2027-04-05,4,0.0
2027-04-05,5,0.0
2027-04-05,6,0.01
2027-04-05,7,0.09
2027-04-05,8,0.56
2027-04-05,9,2.72
2027-04-05,10,10.04
2027-04-05,11,28.42
2027-04-05,12,61.58
2027-04-05,13,102.21
2027-04-05,14,129.94
2027-04-05,15,126.52
2027-04-05,16,94.35
2027-04-05,17,53.9
2027-04-05,18,23.58
2027-04-05,19,7.9
2027-04-05,20,2.03
2027-04-05,21,0.4
2027-04-05,22,0.06
2027-04-05,23,0.01
2027-04-05,24,0.0
2027-04-06,1,0.0
2027-04-06,2,0.0
2027-04-06,3,0.0
2027-04-06,4,0.0
2027-04-06,5,0.0
2027-04-06,6,0.01
2027-04-06,7,0.08
2027-04-06,8,0.49
2027-04-06,9,2.37
2027-04-06,10,8.77
2027-04-06,11,24.82
2027-04-06,12,53.78
2027-04-06,13,89.26
2027-04-06,14,113.47
2027-04-06,15,110.48
2027-04-06,16,82.4
2027-04-06,17,47.07
2027-04-06,18,20.59
2027-04-06,19,6.9
2027-04-06,20,1.77
2027-04-06,21,0.35
2027-04-06,22,0.05
2027-04-06,23,0.01
2027-04-06,24,0.0
2027-04-07,1,0.0
2027-04-07,2,0.0
2027-04-07,3,0.0
2027-04-07,4,0.0
2027-04-07,5,0.0
2027-04-07,6,0.01
2027-04-07,7,0.07
2027-04-07,8,0.43
2027-04-07,9,2.08
2027-04-07,10,7.68
2027-04-07,11,21.74
2027-04-07,12,47.11
2027-04-07,13,78.2
2027-04-07,14,99.41
2027-04-07,15,96.79
2027-04-07,16,72.19
2027-04-07,17,41.23
2027-04-07,18,18.04
2027-04-07,19,6.05
2027-04-07,20,1.55
2027-04-07,21,0.31
2027-04-07,22,0.05
2027-04-07,23,0.01
2027-04-07,24,0.0
2027-04-08,1,0.0
2027-04-08,2,0.0
2027-04-08,3,0.0
2027-04-08,4,0.0
2027-04-08,5,0.0
2027-04-08,6,0.01
2027-04-08,7,0.1
2027-04-08,8,0.63
2027-04-08,9,3.05
2027-04-08,10,11.26
2027-04-08,11,31.85
2027-04-08,12,69.01
2027-04-08,13,114.54
2027-04-08,14,145.61
2027-04-08,15,141.78
2027-04-08,16,105.74
2027-04-08,17,60.4
2027-04-08,18,26.42
2027-04-08,19,8.85
2027-04-08,20,2.27
2027-04-08,21,0.45
2027-04-08,22,0.07
2027-04-08,23,0.01
2027-04-08,24,0.0
2027-04-09,1,0.0
2027-04-09,2,0.0
2027-04-09,3,0.0
2027-04-09,4,0.0
2027-04-09,5,0.0
2027-04-09,6,0.01
2027-04-09,7,0.05
2027-04-09,8,0.34
2027-04-09,9,1.66
2027-04-09,10,6.14
2027-04-09,11,17.38
2027-04-09,12,37.65
2027-04-09,13,62.5
2027-04-09,14,79.45
2027-04-09,15,77.36
2027-04-09,16,57.69
2027-04-09,17,32.95
2027-04-09,18,14.42
2027-04-09,19,4.83
2027-04-09,20,1.24
2027-04-09,21,0.24
2027-04-09,22,0.04
2027-04-09,23,0.0
2027-04-09,24,0.0
2027-04-10,1,0.0
2027-04-10,2,0.0
2027-04-10,3,0.0
2027-04-10,4,0.0
2027-04-10,5,0.0
2027-04-10,6,0.01
2027-04-10,7,0.11
2027-04-10,8,0.68
2027-04-10,9,3.28
2027-04-10,10,12.13
2027-04-10,11,34.31
2027-04-10,12,74.35
2027-04-10,13,123.39
2027-04-10,14,156.87
2027-04-10,15,152.74
2027-04-10,16,113.91
2027-04-10,17,65.06
2027-04-10,18,28.47
2027-04-10,19,9.54
2027-04-10,20,2.45
2027-04-10,21,0.48
2027-04-10,22,0.07
2027-04-10,23,0.01
2027-04-10,24,0.0
2027-04-11,1,0.0
2027-04-11,2,0.0
2027-04-11,3,0.0
2027-04-11,4,0.0
2027-04-11,5,0.0
2027-04-11,6,0.01
2027-04-11,7,0.06
2027-04-11,8,0.38
2027-04-11,9,1.82
2027-04-11,10,6.71
2027-04-11,11,18.97
2027-04-11,12,41.11
2027-04-11,13,68.23
2027-04-11,14,86.74
2027-04-11,15,84.46
2027-04-11,16,62.99
2027-04-11,17,35.98
2027-04-11,18,15.74
2027-04-11,19,5.27
2027-04-11,20,1.35
2027-04-11,21,0.27
2027-04-11,22,0.04
2027-04-11,23,0.0
2027-04-11,24,0.0
2027-04-12,1,0.0
2027-04-12,2,0.0
2027-04-12,3,0.0
2027-04-12,4,0.0
2027-04-12,5,0.0
2027-04-12,6,0.01
2027-04-12,7,0.1
2027-04-12,8,0.61
2027-04-12,9,2.92
2027-04-12,10,10.79
2027-04-12,11,30.53
2027-04-12,12,66.16
2027-04-12,13,109.81
2027-04-12,14,139.6
2027-04-12,15,135.92
2027-04-12,16,101.37
2027-04-12,17,57.9
2027-04-12,18,25.33
2027-04-12,19,8.49
2027-04-12,20,2.18
2027-04-12,21,0.43
2027-04-12,22,0.06
2027-04-12,23,0.01
2027-04-12,24,0.0
2027-04-13,1,0.0
2027-04-13,2,0.0
2027-04-13,3,0.0
2027-04-13,4,0.0
2027-04-13,5,0.0
2027-04-13,6,0.01
2027-04-13,7,0.08
2027-04-13,8,0.51
2027-04-13,9,2.47
2027-04-13,10,9.14
2027-04-13,11,25.85
2027-04-13,12,56.03
2027-04-13,13,92.99
2027-04-13,14,118.21
2027-04-13,15,115.1
2027-04-13,16,85.84
2027-04-13,17,49.03
2027-04-13,18,21.45
2027-04-13,19,7.19
2027-04-13,20,1.85
2027-04-13,21,0.36
2027-04-13,22,0.05
2027-04-13,23,0.01
2027-04-13,24,0.0
2027-04-14,1,0.0
2027-04-14,2,0.0
2027-04-14,3,0.0
2027-04-14,4,0.0
2027-04-14,5,0.0
2027-04-14,6,0.01
2027-04-14,7,0.07
2027-04-14,8,0.46
2027-04-14,9,2.24
2027-04-14,10,8.28
2027-04-14,11,23.44
2027-04-14,12,50.78
2027-04-14,13,84.29
2027-04-14,14,107.15
2027-04-14,15,104.33
2027-04-14,16,77.81
2027-04-14,17,44.44
2027-04-14,18,19.44
2027-04-14,19,6.52
2027-04-14,20,1.67
2027-04-14,21,0.33
2027-04-14,22,0.05
2027-04-14,23,0.01
2027-04-14,24,0.0
2027-04-15,1,0.0
2027-04-15,2,0.0
2027-04-15,3,0.0
2027-04-15,4,0.0
2027-04-15,5,0.0
2027-04-15,6,0.01
2027-04-15,7,0.11
2027-04-15,8,0.66
2027-04-15,9,3.2
2027-04-15,10,11.8
2027-04-15,11,33.39
2027-04-15,12,72.36
2027-04-15,13,120.1
2027-04-15,14,152.67
2027-04-15,15,148.66
2027-04-15,16,110.86
2027-04-15,17,63.33
2027-04-15,18,27.71
2027-04-15,19,9.28
2027-04-15,20,2.38
2027-04-15,21,0.47
2027-04-15,22,0.07
2027-04-15,23,0.01
2027-04-15,24,0.0
2027-04-16,1,0.0
2027-04-16,2,0.0
2027-04-16,3,0.0
2027-04-16,4,0.0
2027-04-16,5,0.0
2027-04-16,6,0.01
2027-04-16,7,0.06
2027-04-16,8,0.37
2027-04-16,9,1.77
2027-04-16,10,6.54
2027-04-16,11,18.5
2027-04-16,12,40.09
2027-04-16,13,66.53
2027-04-16,14,84.58
2027-04-16,15,82.35
2027-04-16,16,61.42
2027-04-16,17,35.08
2027-04-16,18,15.35
2027-04-16,19,5.14
2027-04-16,20,1.32
2027-04-16,21,0.26
2027-04-16,22,0.04
2027-04-16,23,0.0
2027-04-16,24,0.0
2027-04-17,1,0.0
2027-04-17,2,0.0
2027-04-17,3,0.0
2027-04-17,4,0.0
2027-04-17,5,0.0
2027-04-17,6,0.01
2027-04-17,7,0.11
2027-04-17,8,0.72
2027-04-17,9,3.47
2027-04-17,10,12.83
2027-04-17,11,36.31
2027-04-17,12,78.68
2027-04-17,13,130.58
2027-04-17,14,166.0
2027-04-17,15,161.63
2027-04-17,16,120.54
2027-04-17,17,68.85
2027-04-17,18,30.12
2027-04-17,19,10.09
2027-04-17,20,2.59
2027-04-17,21,0.51
2027-04-17,22,0.08
2027-04-17,23,0.01
2027-04-17,24,0.0
2027-04-18,1,0.0
2027-04-18,2,0.0
2027-04-18,3,0.0
2027-04-18,4,0.0
2027-04-18,5,0.0
2027-04-18,6,0.01
2027-04-18,7,0.06
2027-04-18,8,0.39
2027-04-18,9,1.89
2027-04-18,10,6.99
2027-04-18,11,19.76
2027-04-18,12,42.83
2027-04-18,13,71.08
2027-04-18,14,90.36
2027-04-18,15,87.98
2027-04-18,16,65.61
2027-04-18,17,37.48
2027-04-18,18,16.4
2027-04-18,19,5.49
2027-04-18,20,1.41
2027-04-18,21,0.28
2027-04-18,22,0.04
2027-04-18,23,0.0
2027-04-18,24,0.0
2027-04-19,1,0.0
2027-04-19,2,0.0
2027-04-19,3,0.0
2027-04-19,4,0.0
2027-04-19,5,0.0
2027-04-19,6,0.01
2027-04-19,7,0.1
2027-04-19,8,0.65
2027-04-19,9,3.12
2027-04-19,10,11.52
2027-04-19,11,32.59
2027-04-19,12,70.63
2027-04-19,13,117.23
2027-04-19,14,149.03
2027-04-19,15,145.11
2027-04-19,16,108.22
2027-04-19,17,61.82
2027-04-19,18,27.04
2027-04-19,19,9.06
2027-04-19,20,2.33
2027-04-19,21,0.46
2027-04-19,22,0.07
2027-04-19,23,0.01
2027-04-19,24,0.0
2027-04-20,1,0.0
2027-04-20,2,0.0
2027-04-20,3,0.0
2027-04-20,4,0.0
2027-04-20,5,0.0
2027-04-20,6,0.01
2027-04-20,7,0.08
2027-04-20,8,0.53
2027-04-20,9,2.56
2027-04-20,10,9.46
2027-04-20,11,26.77
2027-04-20,12,58.02
2027-04-20,13,96.3
2027-04-20,14,122.42
2027-04-20,15,119.2
2027-04-20,16,88.89
2027-04-20,17,50.78
2027-04-20,18,22.21
2027-04-20,19,7.44
2027-04-20,20,1.91
2027-04-20,21,0.38
2027-04-20,22,0.06
2027-04-20,23,0.01
2027-04-20,24,0.0
2027-04-21,1,0.0
2027-04-21,2,0.0
2027-04-21,3,0.0
2027-04-21,4,0.0
2027-04-21,5,0.0
2027-04-21,6,0.01
2027-04-21,7,0.08
2027-04-21,8,0.5
2027-04-21,9,2.4
2027-04-21,10,8.88
2027-04-21,11,25.11
2027-04-21,12,54.42
2027-04-21,13,90.33
2027-04-21,14,114.83
2027-04-21,15,111.81
2027-04-21,16,83.38
2027-04-21,17,47.63
2027-04-21,18,20.84
2027-04-21,19,6.98
2027-04-21,20,1.79
2027-04-21,21,0.35
2027-04-21,22,0.05
2027-04-21,23,0.01
2027-04-21,24,0.0
2027-04-22,1,0.0
2027-04-22,2,0.0
2027-04-22,3,0.0
2027-04-22,4,0.0
2027-04-22,5,0.0
2027-04-22,6,0.01
2027-04-22,7,0.11
2027-04-22,8,0.69
2027-04-22,9,3.33
2027-04-22,10,12.3
2027-04-22,11,34.79
2027-04-22,12,75.38
2027-04-22,13,125.12
2027-04-22,14,159.06
2027-04-22,15,154.87
2027-04-22,16,115.5
2027-04-22,17,65.97
2027-04-22,18,28.86
2027-04-22,19,9.67
2027-04-22,20,2.48
2027-04-22,21,0.49
2027-04-22,22,0.07
2027-04-22,23,0.01
2027-04-22,24,0.0
2027-04-23,1,0.0
2027-04-23,2,0.0
2027-04-23,3,0.0
2027-04-23,4,0.0
2027-04-23,5,0.0
2027-04-23,6,0.01
2027-04-23,7,0.06
2027-04-23,8,0.39
2027-04-23,9,1.88
2027-04-23,10,6.93
2027-04-23,11,19.6
2027-04-23,12,42.48
2027-04-23,13,70.5
2027-04-23,14,89.62
2027-04-23,15,87.26
2027-04-23,16,65.08
2027-04-23,17,37.17
2027-04-23,18,16.26
2027-04-23,19,5.45
2027-04-23,20,1.4
2027-04-23,21,0.27
2027-04-23,22,0.04
2027-04-23,23,0.0
2027-04-23,24,0.0
2027-04-24,1,0.0
2027-04-24,2,0.0
2027-04-24,3,0.0
2027-04-24,4,0.0
2027-04-24,5,0.0
2027-04-24,6,0.01
2027-04-24,7,0.12
2027-04-24,8,0.76
2027-04-24,9,3.65
2027-04-24,10,13.49
2027-04-24,11,38.17
2027-04-24,12,82.72
2027-04-24,13,137.3
2027-04-24,14,174.54
2027-04-24,15,169.95
2027-04-24,16,126.74
2027-04-24,17,72.4
2027-04-24,18,31.67
2027-04-24,19,10.61
2027-04-24,20,2.72
2027-04-24,21,0.54
2027-04-24,22,0.08
2027-04-24,23,0.01
2027-04-24,24,0.0
2027-04-25,1,0.0
2027-04-25,2,0.0
2027-04-25,3,0.0
2027-04-25,4,0.0
2027-04-25,5,0.0
2027-04-25,6,0.01
2027-04-25,7,0.06
2027-04-25,8,0.41
2027-04-25,9,1.96
2027-04-25,10,7.24
2027-04-25,11,20.49
2027-04-25,12,44.39
2027-04-25,13,73.68
2027-04-25,14,93.66
2027-04-25,15,91.2
2027-04-25,16,68.01
2027-04-25,17,38.85
2027-04-25,18,17.0
2027-04-25,19,5.7
2027-04-25,20,1.46
2027-04-25,21,0.29
2027-04-25,22,0.04
2027-04-25,23,0.0
2027-04-25,24,0.0
2027-04-26,1,0.0
2027-04-26,2,0.0
2027-04-26,3,0.0
2027-04-26,4,0.0
2027-04-26,5,0.0
2027-04-26,6,0.01
2027-04-26,7,0.11
2027-04-26,8,0.69
2027-04-26,9,3.31
2027-04-26,10,12.22
2027-04-26,11,34.58
2027-04-26,12,74.93
2027-04-26,13,124.36
2027-04-26,14,158.1
2027-04-26,15,153.94
2027-04-26,16,114.8
2027-04-26,17,65.58
2027-04-26,18,28.69
2027-04-26,19,9.61
2027-04-26,20,2.47
2027-04-26,21,0.49
2027-04-26,22,0.07
2027-04-26,23,0.01
2027-04-26,24,0.0
2027-04-27,1,0.0
2027-04-27,2,0.0
2027-04-27,3,0.0
2027-04-27,4,0.0
2027-04-27,5,0.0
2027-04-27,6,0.01
2027-04-27,7,0.09
2027-04-27,8,0.55
2027-04-27,9,2.64
2027-04-27,10,9.74
2027-04-27,11,27.56
2027-04-27,12,59.72
2027-04-27,13,99.12
2027-04-27,14,126.01
2027-04-27,15,122.69
2027-04-27,16,91.5
2027-04-27,17,52.27
2027-04-27,18,22.87
2027-04-27,19,7.66
2027-04-27,20,1.97
2027-04-27,21,0.39
2027-04-27,22,0.06
2027-04-27,23,0.01
2027-04-27,24,0.0
2027-04-28,1,0.0
2027-04-28,2,0.0
2027-04-28,3,0.0
2027-04-28,4,0.0
2027-04-28,5,0.0
2027-04-28,6,0.01
2027-04-28,7,0.08
2027-04-28,8,0.53
2027-04-28,9,2.56
2027-04-28,10,9.46
2027-04-28,11,26.76
2027-04-28,12,57.98
2027-04-28,13,96.24
2027-04-28,14,122.34
2027-04-28,15,119.13
2027-04-28,16,88.84
2027-04-28,17,50.75
2027-04-28,18,22.2
2027-04-28,19,7.44
2027-04-28,20,1.91
2027-04-28,21,0.38
2027-04-28,22,0.06
2027-04-28,23,0.01
2027-04-28,24,0.0
2027-04-29,1,0.0
2027-04-29,2,0.0
2027-04-29,3,0.0
2027-04-29,4,0.0
2027-04-29,5,0.0
2027-04-29,6,0.01
2027-04-29,7,0.11
2027-04-29,8,0.71
2027-04-29,9,3.45
2027-04-29,10,12.73
2027-04-29,11,36.01
2027-04-29,12,78.04
2027-04-29,13,129.52
2027-04-29,14,164.66
2027-04-29,15,160.32
2027-04-29,16,119.57
2027-04-29,17,68.3
2027-04-29,18,29.88
2027-04-29,19,10.01
2027-04-29,20,2.57
2027-04-29,21,0.51
2027-04-29,22,0.08
2027-04-29,23,0.01
2027-04-29,24,0.0
2027-04-30,1,0.0
2027-04-30,2,0.0
2027-04-30,3,0.0
2027-04-30,4,0.0
2027-04-30,5,0.0
2027-04-30,6,0.01
2027-04-30,7,0.07
2027-04-30,8,0.41
2027-04-30,9,1.98
2027-04-30,10,7.31
2027-04-30,11,20.67
2027-04-30,12,44.8
2027-04-30,13,74.35
2027-04-30,14,94.52
2027-04-30,15,92.03
2027-04-30,16,68.63
2027-04-30,17,39.2
2027-04-30,18,17.15
2027-04-30,19,5.75
2027-04-30,20,1.48
2027-04-30,21,0.29
2027-04-30,22,0.04
2027-04-30,23,0.01
2027-04-30,24,0.0
2027-05-01,1,0.0
2027-05-01,2,0.0
2027-05-01,3,0.0
2027-05-01,4,0.0
2027-05-01,5,0.0
2027-05-01,6,0.02
2027-05-01,7,0.13
2027-05-01,8,0.79
2027-05-01,9,3.82
2027-05-01,10,14.1
2027-05-01,11,39.88
2027-05-01,12,86.42
2027-05-01,13,143.44
2027-05-01,14,182.35
2027-05-01,15,177.55
2027-05-01,16,132.41
2027-05-01,17,75.63
2027-05-01,18,33.09
2027-05-01,19,11.09
2027-05-01,20,2.85
2027-05-01,21,0.56
2027-05-01,22,0.08
2027-05-01,23,0.01
2027-05-01,24,0.0
2027-05-02,1,0.0
2027-05-02,2,0.0
2027-05-02,3,0.0
2027-05-02,4,0.0
2027-05-02,5,0.0
2027-05-02,6,0.01
2027-05-02,7,0.07
2027-05-02,8,0.42
2027-05-02,9,2.02
2027-05-02,10,7.47
2027-05-02,11,21.13
2027-05-02,12,45.79
2027-05-02,13,76.0
2027-05-02,14,96.61
2027-05-02,15,94.07
2027-05-02,16,70.16
2027-05-02,17,40.07
2027-05-02,18,17.53
2027-05-02,19,5.88
2027-05-02,20,1.51
2027-05-02,21,0.3
2027-05-02,22,0.04
2027-05-02,23,0.01
2027-05-02,24,0.0
2027-05-03,1,0.0
2027-05-03,2,0.0
2027-05-03,3,0.0
2027-05-03,4,0.0
2027-05-03,5,0.0
2027-05-03,6,0.01
2027-05-03,7,0.11
2027-05-03,8,0.72
2027-05-03,9,3.49
2027-05-03,10,12.88
2027-05-03,11,36.45
2027-05-03,12,78.99
2027-05-03,13,131.1
2027-05-03,14,166.66
2027-05-03,15,162.27
2027-05-03,16,121.02
2027-05-03,17,69.13
2027-05-03,18,30.24
2027-05-03,19,10.13
2027-05-03,20,2.6
2027-05-03,21,0.51
2027-05-03,22,0.08
2027-05-03,23,0.01
2027-05-03,24,0.0
2027-05-04,1,0.0
2027-05-04,2,0.0
2027-05-04,3,0.0
2027-05-04,4,0.0
2027-05-04,5,0.0
2027-05-04,6,0.01
2027-05-04,7,0.09
2027-05-04,8,0.56
2027-05-04,9,2.7
2027-05-04,10,9.97
2027-05-04,11,28.2
2027-05-04,12,61.11
2027-05-04,13,101.43
2027-05-04,14,128.94
2027-05-04,15,125.55
2027-05-04,16,93.63
2027-05-04,17,53.48
2027-05-04,18,23.4
2027-05-04,19,7.84
2027-05-04,20,2.01
2027-05-04,21,0.4
2027-05-04,22,0.06
2027-05-04,23,0.01
2027-05-04,24,0.0
2027-05-05,1,0.0
2027-05-05,2,0.0
2027-05-05,3,0.0
2027-05-05,4,0.0
2027-05-05,5,0.0
2027-05-05,6,0.01
2027-05-05,7,0.09
2027-05-05,8,0.56
2027-05-05,9,2.71
2027-05-05,10,10.02
2027-05-05,11,28.34
2027-05-05,12,61.42
2027-05-05,13,101.94
2027-05-05,14,129.59
2027-05-05,15,126.18
2027-05-05,16,94.1
2027-05-05,17,53.75
2027-05-05,18,23.52
2027-05-05,19,7.88
2027-05-05,20,2.02
2027-05-05,21,0.4
2027-05-05,22,0.06
2027-05-05,23,0.01
2027-05-05,24,0.0
2027-05-06,1,0.0
2027-05-06,2,0.0
2027-05-06,3,0.0
2027-05-06,4,0.0
2027-05-06,5,0.0
2027-05-06,6,0.01
2027-05-06,7,0.12
2027-05-06,8,0.74
2027-05-06,9,3.54
2027-05-06,10,13.09
2027-05-06,11,37.05
2027-05-06,12,80.28
2027-05-06,13,133.24
2027-05-06,14,169.38
2027-05-06,15,164.92
2027-05-06,16,122.99
2027-05-06,17,70.26
2027-05-06,18,30.74
2027-05-06,19,10.3
2027-05-06,20,2.64
2027-05-06,21,0.52
2027-05-06,22,0.08
2027-05-06,23,0.01
2027-05-06,24,0.0
2027-05-07,1,0.0
2027-05-07,2,0.0
2027-05-07,3,0.0
2027-05-07,4,0.0
2027-05-07,5,0.0
2027-05-07,6,0.01
2027-05-07,7,0.07
2027-05-07,8,0.43
2027-05-07,9,2.08
2027-05-07,10,7.67
2027-05-07,11,21.7
2027-05-07,12,47.02
2027-05-07,13,78.04
2027-05-07,14,99.21
2027-05-07,15,96.6
2027-05-07,16,72.04
2027-05-07,17,41.15
2027-05-07,18,18.0
2027-05-07,19,6.03
2027-05-07,20,1.55
2027-05-07,21,0.3
2027-05-07,22,0.05
2027-05-07,23,0.01
2027-05-07,24,0.0
2027-05-08,1,0.0
2027-05-08,2,0.0
2027-05-08,3,0.0
2027-05-08,4,0.0
2027-05-08,5,0.0
2027-05-08,6,0.02
2027-05-08,7,0.13
2027-05-08,8,0.82
2027-05-08,9,3.96
2027-05-08,10,14.63
2027-05-08,11,41.4
2027-05-08,12,89.71
2027-05-08,13,148.9
2027-05-08,14,189.29
2027-05-08,15,184.31
2027-05-08,16,137.45
2027-05-08,17,78.51
2027-05-08,18,34.35
2027-05-08,19,11.51
2027-05-08,20,2.95
2027-05-08,21,0.58
2027-05-08,22,0.09
2027-05-08,23,0.01
2027-05-08,24,0.0
2027-05-09,1,0.0
2027-05-09,2,0.0
2027-05-09,3,0.0
2027-05-09,4,0.0
2027-05-09,5,0.0
2027-05-09,6,0.01
2027-05-09,7,0.07
2027-05-09,8,0.43
2027-05-09,9,2.08
2027-05-09,10,7.67
2027-05-09,11,21.69
2027-05-09,12,47.01
2027-05-09,13,78.02
2027-05-09,14,99.18
2027-05-09,15,96.57
2027-05-09,16,72.02
2027-05-09,17,41.14
2027-05-09,18,18.0
2027-05-09,19,6.03
2027-05-09,20,1.55
2027-05-09,21,0.3
2027-05-09,22,0.05
2027-05-09,23,0.01
2027-05-09,24,0.0
2027-05-10,1,0.0
2027-05-10,2,0.0
2027-05-10,3,0.0
2027-05-10,4,0.0
2027-05-10,5,0.0
2027-05-10,6,0.01
2027-05-10,7,0.12
2027-05-10,8,0.76
2027-05-10,9,3.65
2027-05-10,10,13.5
2027-05-10,11,38.18
2027-05-10,12,82.74
2027-05-10,13,137.33
2027-05-10,14,174.58
2027-05-10,15,169.99
2027-05-10,16,126.77
2027-05-10,17,72.41
2027-05-10,18,31.68
2027-05-10,19,10.62
2027-05-10,20,2.72
2027-05-10,21,0.54
2027-05-10,22,0.08
2027-05-10,23,0.01
2027-05-10,24,0.0
2027-05-11,1,0.0
2027-05-11,2,0.0
2027-05-11,3,0.0
2027-05-11,4,0.0
2027-05-11,5,0.0
2027-05-11,6,0.01
2027-05-11,7,0.09
2027-05-11,8,0.57
2027-05-11,9,2.75
2027-05-11,10,10.14
2027-05-11,11,28.69
2027-05-11,12,62.17
2027-05-11,13,103.18
2027-05-11,14,131.17
2027-05-11,15,127.72
2027-05-11,16,95.25
2027-05-11,17,54.41
2027-05-11,18,23.8
2027-05-11,19,7.98
2027-05-11,20,2.05
2027-05-11,21,0.4
2027-05-11,22,0.06
2027-05-11,23,0.01
2027-05-11,24,0.0
2027-05-12,1,0.0
2027-05-12,2,0.0
2027-05-12,3,0.0
2027-05-12,4,0.0
2027-05-12,5,0.0
2027-05-12,6,0.01
2027-05-12,7,0.09
2027-05-12,8,0.59
2027-05-12,9,2.86
2027-05-12,10,10.55
2027-05-12,11,29.85
2027-05-12,12,64.68
2027-05-12,13,107.35
2027-05-12,14,136.47
2027-05-12,15,132.88
2027-05-12,16,99.1
2027-05-12,17,56.61
2027-05-12,18,24.77
2027-05-12,19,8.3
2027-05-12,20,2.13
2027-05-12,21,0.42
2027-05-12,22,0.06
2027-05-12,23,0.01
2027-05-12,24,0.0
2027-05-13,1,0.0
2027-05-13,2,0.0
2027-05-13,3,0.0
2027-05-13,4,0.0
2027-05-13,5,0.0
2027-05-13,6,0.01
2027-05-13,7,0.12
2027-05-13,8,0.75
2027-05-13,9,3.62
2027-05-13,10,13.39
2027-05-13,11,37.87
2027-05-13,12,82.06
2027-05-13,13,136.2
2027-05-13,14,173.15
2027-05-13,15,168.59
2027-05-13,16,125.73
2027-05-13,17,71.82
2027-05-13,18,31.42
2027-05-13,19,10.53
2027-05-13,20,2.7
2027-05-13,21,0.53
2027-05-13,22,0.08
2027-05-13,23,0.01
2027-05-13,24,0.0
2027-05-14,1,0.0
2027-05-14,2,0.0
2027-05-14,3,0.0
2027-05-14,4,0.0
2027-05-14,5,0.0
2027-05-14,6,0.01
2027-05-14,7,0.07
2027-05-14,8,0.45
2027-05-14,9,2.17
2027-05-14,10,8.01
2027-05-14,11,22.67
2027-05-14,12,49.12
2027-05-14,13,81.53
2027-05-14,14,103.64
2027-05-14,15,100.91
2027-05-14,16,75.26
2027-05-14,17,42.99
2027-05-14,18,18.81
2027-05-14,19,6.3
2027-05-14,20,1.62
2027-05-14,21,0.32
2027-05-14,22,0.05
2027-05-14,23,0.01
2027-05-14,24,0.0
2027-05-15,1,0.0
2027-05-15,2,0.0
2027-05-15,3,0.0
2027-05-15,4,0.0
2027-05-15,5,0.0
2027-05-15,6,0.02
2027-05-15,7,0.13
2027-05-15,8,0.85
2027-05-15,9,4.09
